CASEID,adp_010,cip_10,mshsd,msper,msvic,agegr10,luc_rst,prv,region,sex,discrim,dis_10,dis_15,dis_20,dis_25,dis_30,dis_35,dis_40,dis_45,dis_50,dis_55,dis_rind,dis_pl,dts_20,dts_25,dts_30,dts_35,dts_60,dts_65,eduf10,eduf5,edum10,edum5,edupr10,edupr5,eor_01a,eor_01b,eor_01c,eor_02,pcc_145,pcc_160,plp_110,plp_120,plp_130,plp_140,plp_150,plp_160,tip_10,tip_15,tip_20,tip_25,totvic
16456,6,1,994,994,994,4,1,"48",4,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2, 2,1, 8,4, 3,2,6,6,6,6,3,2,1,1,1,3,1,1,5,3, 5,2,0
16457,2,2,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 3,2,96,6,6,6,6,6,2,2,1,2,1,1,1,1,4,3, 6,3,0
16458,2,2,994,994,994,5,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,3,2,1,7,2,1,2,2,5,4, 5,2,0
16459,3,1,994,994,994,6,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,3,0
16460,2,2,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 9,5, 7,3,6,6,6,6,2,2,2,2,2,1,1,7,5,3, 3,3,0
16461,6,2,994,994,994,5,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2, 2,1,6,6,6,6,1,2,2,2,2,1,1,1,5,5, 6,4,0
16462,2,1,995,995,995,5,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 5,2,1
16463,6,1,994,994,994,3,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 3,2, 2,1,6,6,6,6,1,2,1,1,1,1,1,1,5,4, 5,4,0
16464,2,1,994,994,994,7,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2,97,7,96,6,6,6,6,6,1,2,1,7,1,7,1,1,5,4, 4,4,0
16465,6,1,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 6,3,6,6,6,6,1,2,1,1,1,1,1,1,5,2, 3,3,0
16466,3,1,994,994,994,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 8,4,6,6,6,6,2,2,1,7,1,1,1,1,5,3, 4,1,0
16467,6,2,994,994,994,7,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 9,5,6,6,6,6,2,1,7,1,1,7,1,1,5,5, 6,7,0
16468,2,2,994,994,994,1,1,"12",1,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,3,2,97,7,97,7,96,6,2,1,2,1,2,2,2,7,2,2,1,3,4,3, 4,2,0
16469,3,1,994,994,994,7,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,97,7,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 5,3,0
16470,2,1,994,994,994,5,1,"35",3,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,97,7,10,5,96,6,6,6,6,6,1,1,1,1,1,2,2,1,3,4, 4,3,0
16471,2,2,994,994,994,4,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,3,2,2,1,1,1,2,2,4,4, 3,3,0
16472,1,2,994,304,304,4,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,1,1,2,1,1,1,1,5,5, 5,1,1
16473,6,1,994,994,994,5,2,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 8,4,6,6,6,6,7,2,2,2,1,2,1,1,5,5, 5,3,0
16474,2,1,994,994,994,1,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,2,1,2,1,1,2,1,1,1,1,1,1,5,3, 6,1,0
16475,2,2,994,994,994,6,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,1,2,1,1,2,1,1,1,5,5, 6,4,0
16476,2,3,994,994,994,4,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,4,1,2,2,3,1,2,2,5,5, 5,3,0
16477,6,1,994,994,994,6,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4, 4,2,6,6,6,6,3,2,7,7,2,1,2,1,5,3, 6,2,0
16478,6,2,994,994,994,6,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5, 1,1,6,6,6,6,2,2,1,2,2,2,2,2,5,4, 6,3,0
16479,2,2,994,994,994,6,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,6,6,6,6,1,2,1,7,1,7,1,1,5,1, 6,1,0
16480,6,1,994,994,994,3,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,1,0
16481,6,2,994,994,994,4,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 2,1,6,6,6,6,3,2,1,1,1,1,1,1,5,1, 1,1,0
16482,2,3,509,609,509,6,1,"24",2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,10,5,10,5,96,6,6,6,6,6,1,2,7,1,1,1,1,2,5,3, 4,1,2
16483,2,1,994,994,994,6,1,"10",1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2, 9,5, 8,4,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,3, 6,1,0
16484,1,2,994,994,994,3,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5,96,6,6,6,6,6,2,2,3,7,3,3,3,7,4,3, 3,1,0
16485,2,1,994,994,994,5,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,2,0
16486,6,1,711,994,711,5,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1,10,5, 3,2,6,6,6,6,2,2,1,1,1,2,2,1,5,5, 4,2,1
16487,2,2,994,609,609,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,1,1,7,7,1,2,5,5, 6,4,1
16488,6,2,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,10,5, 8,4,6,6,6,6,3,2,3,1,2,3,3,1,5,5, 6,3,0
16489,3,2,994,994,994,1,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 3,2,96,6,2,2,1,1,2,2,1,1,1,2,1,1,5,5, 5,3,0
16490,1,4,994,994,994,1,2,"47",4,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2, 8,4, 9,5,96,6,6,6,6,6,2,1,3,3,2,3,3,3,4,3, 3,1,0
16491,6,1,994,994,994,3,1,"35",3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,10,5,10,5, 2,1,2,1,2,1,2,2,1,1,1,2,1,1,5,3, 3,1,0
16492,3,2,994,994,994,6,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,3,2,1,1,1,1,1,1,5,3, 6,1,0
16493,6,2,406,994,406,3,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,2,2,2,3,2,2,2,2,5,2, 4,1,3
16494,6,2,994,994,994,4,1,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 2,1,6,6,6,6,2,1,1,1,1,2,2,2,5,3, 4,3,0
16495,6,2,994,994,994,5,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 8,4,6,6,6,6,2,2,2,1,1,1,2,2,5,3, 4,7,0
16496,2,1,994,994,994,1,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 9,5,96,6,2,1,2,1,1,2,1,1,2,2,1,1,5,4, 4,3,0
16497,6,2,711,994,711,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1, 2,1,6,6,6,6,1,2,1,1,1,1,1,1,5,4, 4,2,1
16498,2,2,994,994,994,5,1,"35",3,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2, 8,4, 8,4,96,6,6,6,6,6,3,1,2,2,3,2,3,2,5,3, 6,1,0
16499,6,2,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2, 2,1,6,6,6,6,7,2,1,7,1,7,1,1,5,3, 3,3,0
16500,3,2,508,994,508,7,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,97,7,96,6,6,6,6,6,3,2,7,7,7,7,7,7,3,1, 6,1,1
16501,2,1,994,994,994,5,1,"13",1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,10,5, 3,2,96,6,6,6,6,6,2,2,1,1,1,1,1,2,5,4, 6,3,0
16502,8,1,994,994,994,3,1,"35",3,1,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,98,8,98,8,98,8,6,6,6,6,3,2,1,1,1,7,1,1,8,8,98,8,0
16503,6,1,994,994,994,4,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 1,1, 1,1,6,6,6,6,1,1,1,1,1,1,1,1,5,5, 5,4,0
16504,2,1,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,2,1,2,1,2,2,1,1,1,2,2,2,5,5, 5,1,0
16505,6,1,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 7,3, 1,1,6,6,6,6,2,2,1,7,1,2,7,7,5,5, 5,3,0
16506,2,2,994,994,994,6,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,2,2,2,2,2,2,2,2,5,5, 6,3,0
16507,2,2,994,994,994,7,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,2,1,2,7,7,7,1,5,5, 6,2,0
16508,6,2,994,994,994,6,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4, 8,4,6,6,6,6,4,1,1,1,7,1,2,1,5,2, 6,2,0
16509,2,2,994,994,994,5,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5,96,6,6,6,6,6,2,2,2,7,2,3,2,7,5,4, 5,3,0
16510,6,3,994,994,994,4,2,"10",1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2, 8,4, 6,3, 1,1,2,2,1,2,3,2,2,1,1,2,1,1,5,5, 5,4,0
16511,6,2,994,994,994,5,1,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 2,1, 3,2,6,6,6,6,3,2,2,2,1,2,2,2,5,4, 4,2,0
16512,6,1,994,994,994,3,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 3,2,6,6,6,6,2,2,1,1,1,3,1,1,5,5, 5,2,0
16513,6,2,994,994,994,3,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4, 8,4,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 6,5,0
16514,2,2,994,994,994,1,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 3,2,96,6,1,2,2,1,2,2,2,7,2,1,1,1,5,3, 3,2,0
16515,6,2,994,994,994,3,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 1,1, 1,1, 1,1,6,6,6,6,7,2,1,7,1,1,1,1,5,3, 3,7,0
16516,2,2,994,994,994,1,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 3,2,96,6,2,1,2,1,2,2,1,1,1,7,1,1,5,4, 4,3,0
16517,2,1,994,994,994,6,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 8,4,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,1,0
16518,3,1,994,994,994,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,96,6,6,6,6,6,7,2,1,1,1,7,1,1,5,5, 5,1,0
16519,3,1,994,994,994,3,2,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,2,2,2,2,2,2,2,2,3,5, 5,3,0
16520,3,1,994,994,994,7,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 6,1,0
16521,6,1,994,994,994,5,1,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 1,1,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 5,3,0
16522,6,1,994,994,994,4,2,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,97,7,10,5,6,6,6,6,3,2,1,1,2,1,1,1,5,5, 5,2,0
16523,1,2,994,994,994,1,2,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4,96,6,2,2,1,1,3,2,1,1,1,1,1,2,5,4, 3,1,0
16524,6,2,813,609,609,5,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4, 8,4,6,6,6,6,2,2,1,1,1,2,1,1,5,3, 4,1,3
16525,1,3,994,609,609,2,1,"12",1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1, 8,4, 2,1,96,6,2,2,1,1,4,1,3,8,3,3,3,3,5,2, 5,2,1
16526,6,2,994,994,994,5,1,"35",3,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,97,7,97,7, 7,3,6,6,6,6,1,2,2,1,2,2,2,2,5,2, 6,1,0
16527,3,2,994,994,994,6,2,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,97,7,96,6,6,6,6,6,2,1,2,2,1,1,2,2,5,5, 6,1,0
16528,2,1,994,994,994,1,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 6,3, 8,4,96,6,6,6,6,6,7,2,2,2,2,2,2,2,5,3, 3,3,0
16529,1,1,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 5,3,0
16530,2,1,994,994,994,5,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 8,4,96,6,6,6,6,6,2,2,1,7,2,2,2,7,5,4,98,3,0
16531,6,2,994,994,994,6,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 8,4, 8,4,6,6,6,6,2,2,2,1,1,2,2,1,5,4, 6,2,0
16532,2,2,994,994,994,3,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 3,2, 3,2,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,5, 5,1,0
16533,2,3,994,994,994,4,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 5,1,0
16534,6,1,994,994,994,4,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 9,5,6,6,6,6,7,2,1,1,7,7,1,7,5,5, 6,2,0
16535,6,1,994,610,610,3,1,"46",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1, 3,2,6,6,6,6,1,1,1,2,1,2,1,1,5,3, 5,2,1
16536,6,1,994,994,994,6,1,"13",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5, 5,3,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 5,3,0
16537,2,2,994,994,994,6,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,97,7,96,6,6,6,6,6,3,2,2,1,7,7,2,7,5,2, 6,1,0
16538,2,1,994,994,994,7,1,"35",3,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,10,5, 9,5,96,6,6,6,6,6,3,2,2,1,3,2,2,7,5,4, 6,2,0
16539,2,2,994,994,994,1,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,2,1,2,2,2,2,1,1,1,1,1,1,5,4, 4,7,0
16540,2,1,994,994,994,6,1,"48",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,1,1,1,1,1,1,1,5,5, 6,1,0
16541,2,1,994,994,994,1,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,2,2,1,1,1,2,1,1,1,1,1,1,5,4, 5,3,0
16542,2,1,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5,96,6,6,6,6,6,2,1,2,7,1,7,2,2,5,4, 6,4,0
16543,3,2,994,994,994,5,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 9,5, 2,1,6,6,6,6,3,2,7,7,7,7,7,7,7,7, 3,7,0
16544,3,1,994,994,994,7,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,2,7,1,1,7,1,2,5,5, 6,1,0
16545,2,2,994,994,994,1,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4, 8,4,6,6,6,6,2,2,1,1,1,1,1,1,5,2, 5,2,0
16546,6,2,994,994,994,2,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7, 9,5, 8,4,6,6,6,6,7,2,1,1,7,1,1,1,5,3, 4,1,0
16547,6,2,994,994,994,6,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 2,1,6,6,6,6,2,1,1,1,1,1,1,1,5,3, 6,2,0
16548,2,1,994,609,609,1,1,"12",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,2,2,1,1,2,2,1,1,2,1,1,1,5,3, 3,1,1
16549,2,7,994,994,994,1,2,"47",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 2,1, 2,1,96,6,6,6,6,6,2,2,1,1,1,2,1,1,5,3, 3,2,0
16550,2,2,994,994,994,2,1,"47",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 2,1,96,6,6,6,6,6,3,2,1,2,1,2,2,2,5,4, 5,3,0
16551,3,1,994,994,994,1,1,"48",4,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 7,3, 2,1,96,6,1,2,2,1,1,2,1,1,1,1,1,1,5,3, 4,1,0
16552,6,1,994,994,994,6,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 2,1, 2,1,6,6,6,6,1,2,1,1,1,1,1,1,5,5, 6,3,0
16553,6,1,994,994,994,5,2,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 8,4,6,6,6,6,1,2,2,2,1,1,1,1,5,5, 6,1,0
16554,2,2,994,994,994,2,1,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,2,1,2,2,2,2,2,2,2,2,2,2,5,4, 4,3,0
16555,6,2,994,994,994,4,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5, 8,4,6,6,6,6,2,1,1,1,1,2,1,1,5,4, 2,1,0
16556,2,2,994,994,994,2,1,"13",1,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 6,3, 6,3,96,6,6,6,6,6,2,2,1,1,1,1,1,1,4,4, 4,2,0
16557,2,2,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4,96,6,6,6,6,6,2,1,1,1,2,1,1,1,5,4, 5,3,0
16558,6,2,994,994,994,5,1,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5,10,5, 6,3,6,6,6,6,3,2,1,1,1,2,1,1,5,5, 4,1,0
16559,2,2,994,994,994,5,2,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,2,2,2,2,2,2,3,3, 3,3,0
16560,6,1,813,994,813,5,1,"47",4,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1, 9,5, 9,5, 4,2,6,6,6,6,2,1,1,1,1,1,1,1,4,3, 6,3,1
16561,2,1,994,994,994,4,2,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7, 3,2,6,6,6,6,7,2,1,1,1,1,1,1,5,5, 5,2,0
16562,6,1,994,994,994,3,1,"24",2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,10,5,10,5, 2,1,6,6,6,6,2,2,1,2,1,2,2,1,5,2, 4,1,0
16563,6,1,994,994,994,4,3,"11",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 8,4, 9,5,6,6,6,6,3,2,1,1,1,1,1,1,5,5, 6,3,0
16564,6,2,994,994,994,4,2,"10",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,10,5, 9,5, 3,2,6,6,6,6,2,2,2,2,1,2,1,2,5,3, 3,1,0
16565,6,1,994,994,994,6,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4, 8,4,6,6,6,6,2,2,1,1,7,1,1,1,5,5, 6,4,0
16566,6,1,994,994,994,5,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4,10,5, 3,2,6,6,6,6,2,2,1,2,1,1,1,1,4,3, 4,1,0
16567,6,2,994,994,994,6,1,"35",3,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 9,5, 9,5,10,5,6,6,6,6,2,2,2,2,2,1,2,2,5,3, 6,3,0
16568,6,2,994,994,994,6,1,"35",3,2,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,10,5,10,5, 2,1,6,6,6,6,2,2,2,1,1,2,1,1,5,2, 6,4,0
16569,2,1,994,994,994,6,1,"24",2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,6,6,6,6,3,2,1,1,1,1,1,1,5,5, 6,5,0
16570,6,1,994,994,994,7,2,"24",2,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,10,5,6,6,6,6,3,2,1,1,1,1,1,1,5,4, 6,1,0
16571,1,2,994,994,994,2,1,"35",3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2, 2,1, 2,1,96,6,6,6,6,6,3,2,7,2,2,2,2,2,5,1, 5,1,0
16572,6,1,711,994,711,7,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,10,5, 2,1,6,6,6,6,4,2,1,7,2,3,2,1,5,5, 6,3,1
16573,2,2,994,101,101,4,1,"59",5,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,10,5,97,7,96,6,6,6,6,6,3,2,2,1,1,1,1,1,5,4, 6,3,3
16574,2,2,994,994,994,1,1,"46",4,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 3,2,96,6,6,6,6,6,2,2,2,2,2,3,2,2,4,4, 5,3,0
16575,3,2,711,994,711,1,1,"59",5,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,97,7,96,6,1,2,2,1,1,2,1,1,1,1,1,1,5,2, 3,1,1
16576,3,1,994,994,994,5,1,"12",1,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 8,4, 8,4,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 6,4,0
16577,2,2,994,994,994,4,2,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,97,7,10,5,96,6,6,6,6,6,2,2,1,1,1,1,1,1,5,4, 4,1,0
16578,6,1,994,994,994,7,1,"59",5,2,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6,98,8,98,8, 8,4,6,6,6,6,8,2,2,8,8,1,2,2,5,5, 6,8,0
16579,6,1,994,994,994,4,1,"35",3,1,2,2,2,2,2,2,2,2,2,2,2,0,6,6,6,6,6,6,6, 4,2, 1,1, 1,1,6,6,6,6,2,2,1,1,1,1,1,1,4,5, 5,1,0
